,Seller ID,Seller's Main Category,Sign-up Time,Activation Time,1st Listing,1st Salable,1st Transaction
940,941,LifeStyle,2018-05-02,2018-05-07,2018-05-24,2018-06-04,2018-06-15
941,942,Book,2018-06-09,2018-06-11,2018-07-09,2018-07-12,2018-07-12
942,943,BBFF,2018-06-13,2018-07-12,2018-06-18,2018-07-16,2018-08-01
943,944,BBFF,2018-06-19,2018-07-11,2018-07-06,2018-07-22,2018-07-20
944,945,BBFF,2018-06-21,2018-06-29,2018-07-13,2018-07-24,2018-07-24
945,946,LifeStyle,2018-07-01,2018-07-25,2018-07-31,2018-08-03,2018-08-03
946,947,BBFF,2018-07-04,2018-07-24,2018-08-06,2018-08-06,2018-09-18
947,948,BBFF,2018-07-13,2018-07-18,2018-07-26,2018-08-15,2018-08-16
948,949,Electronic,2018-07-27,2018-07-31,2018-08-27,2018-08-29,2018-09-16
949,950,BBFF,2018-08-17,2018-09-17,2018-09-18,2018-09-19,2018-09-23
950,951,BBFF,2018-08-27,2018-09-14,2018-09-28,2018-09-29,2018-10-01
951,952,BBFF,2018-08-31,2018-09-04,2018-09-30,2018-10-03,2018-10-02
952,953,BBFF,2018-09-13,2018-09-26,2018-09-26,2018-10-16,2018-10-17
953,954,BBFF,2018-01-29,2018-02-23,2018-02-08,2018-03-02,2018-03-03
954,955,Book,2018-01-29,2018-02-08,2018-02-10,2018-03-02,2018-03-02
955,956,LifeStyle,2018-01-29,2018-02-06,2018-02-09,2018-03-02,2018-09-11
956,957,LifeStyle,2018-01-30,2018-02-13,2018-02-09,2018-03-03,2018-04-25
957,958,BBFF,2018-03-01,2018-03-15,2018-03-09,2018-04-02,2018-03-31
958,959,BBFF,2018-03-02,2018-03-20,2018-03-05,2018-04-03,2018-04-03
959,960,LifeStyle,2018-04-10,2018-04-20,2018-04-26,2018-05-12,2018-07-08
960,961,Electronic,2018-04-20,2018-04-24,2018-05-17,2018-05-22,2018-05-23
961,962,Electronic,2018-05-16,2018-06-01,2018-06-09,2018-06-17,2018-06-16
962,963,BBFF,2018-05-16,2018-05-18,2018-06-14,2018-06-17,2018-06-29
963,964,BBFF,2018-05-21,2018-06-04,2018-06-19,2018-06-22,2018-06-22
964,965,LifeStyle,2018-05-22,2018-07-18,2018-06-22,2018-06-23,2018-07-21
965,966,BBFF,2018-05-22,2018-05-29,2018-06-22,2018-06-23,2018-10-03
966,967,BBFF,2018-06-02,2018-06-06,2018-07-02,2018-07-04,2018-09-22
967,968,BBFF,2018-06-02,2018-06-05,2018-06-29,2018-07-04,2018-07-08
968,969,BBFF,2018-06-09,2018-06-18,2018-07-05,2018-07-11,2018-07-12
969,970,BBFF,2018-06-14,2018-06-25,2018-07-12,2018-07-16,2018-07-18
970,971,LifeStyle,2018-06-20,2018-07-19,2018-07-20,2018-07-22,2018-07-24
971,972,BBFF,2018-06-20,2018-07-06,2018-07-17,2018-07-22,2018-07-19
972,973,BBFF,2018-06-26,2018-07-12,2018-07-18,2018-07-28,2018-09-04
973,974,Digital Service,2018-07-09,2018-07-23,2018-07-18,2018-08-10,2018-08-10
974,975,BBFF,2018-07-10,2018-07-16,2018-08-07,2018-08-11,2018-08-13
975,976,BBFF,2018-07-19,2018-07-23,2018-08-16,2018-08-20,2018-08-21
976,977,BBFF,2018-07-23,2018-07-28,2018-08-23,2018-08-24,2018-08-27
977,978,Digital Service,2018-07-27,2018-08-27,2018-08-24,2018-08-28,2018-09-10
978,979,BBFF,2018-07-27,2018-07-30,2018-08-22,2018-08-28,2018-08-29
979,980,LifeStyle,2018-08-06,2018-08-14,2018-08-13,2018-09-07,2018-09-13
980,981,BBFF,2018-08-16,2018-08-21,2018-08-31,2018-09-17,2018-09-17
981,982,BBFF,2018-08-17,2018-08-24,2018-08-31,2018-09-18,2018-09-20
982,983,BBFF,2018-08-18,2018-08-23,2018-09-17,2018-09-19,2018-09-23
983,984,LifeStyle,2018-08-20,2018-08-23,2018-08-22,2018-09-21,2018-10-01
984,985,BBFF,2018-08-30,2018-08-30,2018-08-30,2018-10-01,2018-10-02
985,986,LifeStyle,2018-01-29,2018-02-13,2018-02-09,2018-03-01,2018-03-17
986,987,BBFF,2018-01-29,2018-02-09,2018-02-06,2018-03-01,2018-02-26
987,988,BBFF,2018-01-29,2018-02-08,2018-02-08,2018-03-01,2018-02-26
988,989,BBFF,2018-01-30,2018-02-06,2018-02-21,2018-03-02,2018-03-02
989,990,BBFF,2018-02-05,2018-02-22,2018-03-01,2018-03-08,2018-03-14
990,991,Electronic,2018-03-26,2018-03-29,2018-04-06,2018-04-26,2018-04-29
991,992,BBFF,2018-04-03,2018-04-20,2018-04-24,2018-05-04,2018-05-04
992,993,BBFF,2018-04-22,2018-05-10,2018-05-22,2018-05-23,2018-06-01
993,994,Digital Service,2018-04-23,2018-05-03,2018-05-22,2018-05-24,2018-06-18
994,995,LifeStyle,2018-05-08,2018-06-07,2018-06-01,2018-06-08,2018-09-12
995,996,BBFF,2018-05-09,2018-05-18,2018-05-28,2018-06-09,2018-06-13
996,997,BBFF,2018-05-09,2018-05-16,2018-06-06,2018-06-09,2018-06-09
997,998,BBFF,2018-05-17,2018-05-21,2018-06-16,2018-06-17,2018-06-23
998,999,BBFF,2018-05-22,2018-06-11,2018-06-12,2018-06-22,2018-06-25
999,1000,Book,2018-05-23,2018-06-21,2018-06-22,2018-06-23,2018-07-05
1000,1001,BBFF,2018-05-23,2018-06-13,2018-06-15,2018-06-23,2018-06-22
1001,1002,BBFF,2018-05-23,2018-05-30,2018-06-22,2018-06-23,2018-07-02
1002,1003,BBFF,2018-05-28,2018-06-26,2018-06-25,2018-06-28,2018-07-03
1003,1004,Electronic,2018-06-10,2018-06-18,2018-07-09,2018-07-11,2018-07-21
1004,1005,BBFF,2018-06-13,2018-06-30,2018-07-13,2018-07-14,2018-07-14
1005,1006,BBFF,2018-06-21,2018-07-24,2018-07-03,2018-07-22,2018-07-30
1006,1007,BBFF,2018-06-21,2018-06-29,2018-07-11,2018-07-22,2018-07-20
1007,1008,BBFF,2018-06-21,2018-06-25,2018-07-11,2018-07-22,2018-07-29
1008,1009,BBFF,2018-06-21,2018-06-25,2018-07-18,2018-07-22,2018-07-19
1009,1010,LifeStyle,2018-06-29,2018-07-13,2018-07-24,2018-07-30,2018-08-10
1010,1011,BBFF,2018-07-29,2018-07-31,2018-08-28,2018-08-29,2018-08-29
1011,1012,LifeStyle,2018-07-31,2018-08-08,2018-08-17,2018-08-31,2018-08-31
1012,1013,BBFF,2018-08-06,2018-08-08,2018-08-16,2018-09-06,2018-09-25
1013,1014,BBFF,2018-08-08,2018-08-24,2018-09-07,2018-09-08,2018-09-23
1014,1015,LifeStyle,2018-08-15,2018-09-14,2018-08-16,2018-09-15,2018-09-18
1015,1016,BBFF,2018-08-15,2018-08-16,2018-08-16,2018-09-15,2018-09-27
1016,1017,Electronic,2018-08-27,2018-08-29,2018-09-21,2018-09-27,2018-10-10
1017,1018,BBFF,2018-08-29,2018-08-30,2018-09-05,2018-09-29,2018-10-02
1018,1019,Book,2018-09-10,2018-09-13,2018-09-17,2018-10-11,2018-10-16
1019,1020,BBFF,2018-09-14,2018-09-20,2018-10-04,2018-10-15,2018-10-17
1020,1021,BBFF,2018-02-01,2018-03-02,2018-02-09,2018-03-03,2018-03-04
1021,1022,LifeStyle,2018-02-01,2018-03-01,2018-02-06,2018-03-03,2018-03-03
1022,1023,LifeStyle,2018-02-06,2018-02-26,2018-02-28,2018-03-08,2018-03-08
1023,1024,Electronic,2018-03-27,2018-04-17,2018-04-06,2018-04-26,2018-04-30
1024,1025,BBFF,2018-03-28,2018-03-30,2018-04-17,2018-04-27,2018-04-28
1025,1026,LifeStyle,2018-03-30,2018-04-13,2018-04-09,2018-04-29,2018-05-01
1026,1027,Book,2018-04-04,2018-04-23,2018-04-20,2018-05-04,2018-05-14
1027,1028,BBFF,2018-04-09,2018-04-16,2018-04-24,2018-05-09,2018-05-24
1028,1029,LifeStyle,2018-04-19,2018-05-07,2018-05-18,2018-05-19,2018-05-27
1029,1030,LifeStyle,2018-04-21,2018-04-27,2018-05-18,2018-05-21,2018-05-24
1030,1031,BBFF,2018-04-26,2018-05-10,2018-05-24,2018-05-26,2018-05-25
1031,1032,LifeStyle,2018-04-26,2018-05-02,2018-05-25,2018-05-26,2018-06-09
1032,1033,LifeStyle,2018-05-08,2018-05-22,2018-06-06,2018-06-07,2018-06-22
1033,1034,LifeStyle,2018-05-08,2018-05-16,2018-06-06,2018-06-07,2018-06-12
1034,1035,BBFF,2018-05-09,2018-05-15,2018-06-05,2018-06-08,2018-06-14
1035,1036,LifeStyle,2018-05-20,2018-06-11,2018-05-24,2018-06-19,2018-06-20
1036,1037,Electronic,2018-05-26,2018-05-28,2018-05-31,2018-06-25,2018-06-26
1037,1038,BBFF,2018-06-22,2018-07-10,2018-07-22,2018-07-22,2018-08-09
1038,1039,LifeStyle,2018-06-22,2018-06-27,2018-07-18,2018-07-22,2018-07-23
1039,1040,BBFF,2018-06-28,2018-07-17,2018-07-13,2018-07-28,2018-08-12
1040,1041,BBFF,2018-07-04,2018-07-27,2018-07-19,2018-08-03,2018-08-15
1041,1042,LifeStyle,2018-07-11,2018-07-25,2018-08-01,2018-08-10,2018-08-17
1042,1043,Electronic,2018-07-16,2018-07-26,2018-07-27,2018-08-15,2018-09-04
1043,1044,BBFF,2018-07-20,2018-08-10,2018-08-13,2018-08-19,2018-08-24
1044,1045,BBFF,2018-08-01,2018-08-01,2018-08-07,2018-08-31,2018-09-03
1045,1046,BBFF,2018-08-07,2018-08-25,2018-08-29,2018-09-06,2018-09-17
1046,1047,BBFF,2018-08-07,2018-08-22,2018-08-27,2018-09-06,2018-09-06
1047,1048,BBFF,2018-08-22,2018-08-29,2018-09-17,2018-09-21,2018-09-24
1048,1049,BBFF,2018-09-04,2018-09-11,2018-09-24,2018-10-04,2018-10-10
1049,1050,BBFF,2018-09-04,2018-09-10,2018-09-11,2018-10-04,2018-10-05
1050,1051,LifeStyle,2018-09-04,2018-09-05,2018-10-03,2018-10-04,2018-10-14
1051,1052,LifeStyle,2018-09-10,2018-09-11,2018-09-20,2018-10-10,2018-10-10
1052,1053,BBFF,2018-09-11,2018-09-17,2018-09-27,2018-10-11,2018-10-13
1053,1054,Electronic,2018-09-15,2018-10-15,2018-10-15,2018-10-15,2018-10-16
1054,1055,Digital Service,2018-02-06,2018-03-07,2018-03-07,2018-03-07,2018-03-11
1055,1056,BBFF,2018-03-05,2018-03-14,2018-03-13,2018-04-03,2018-04-07
1056,1057,BBFF,2018-03-22,2018-03-29,2018-04-10,2018-04-20,2018-04-22
1057,1058,Digital Service,2018-03-26,2018-04-12,2018-04-18,2018-04-24,2018-04-28
1058,1059,Digital Service,2018-03-27,2018-04-18,2018-04-02,2018-04-25,2018-04-28
1059,1060,BBFF,2018-03-28,2018-04-05,2018-04-06,2018-04-26,2018-04-30
1060,1061,BBFF,2018-04-09,2018-04-27,2018-05-02,2018-05-08,2018-06-20
1061,1062,BBFF,2018-04-21,2018-04-26,2018-05-11,2018-05-20,2018-05-26
1062,1063,Electronic,2018-04-25,2018-04-25,2018-05-22,2018-05-24,2018-05-24
1063,1064,LifeStyle,2018-05-10,2018-05-22,2018-06-06,2018-06-08,2018-10-06
1064,1065,BBFF,2018-05-19,2018-06-05,2018-06-15,2018-06-17,2018-06-22
1065,1066,Digital Service,2018-05-27,2018-06-22,2018-06-18,2018-06-25,2018-06-28
1066,1067,LifeStyle,2018-05-28,2018-06-21,2018-06-08,2018-06-26,2018-07-20
1067,1068,LifeStyle,2018-06-12,2018-07-09,2018-06-22,2018-07-11,2018-07-22
1068,1069,LifeStyle,2018-06-12,2018-07-03,2018-07-10,2018-07-11,2018-09-22
1069,1070,BBFF,2018-06-12,2018-06-30,2018-07-11,2018-07-11,2018-07-12
1070,1071,LifeStyle,2018-06-15,2018-06-30,2018-07-11,2018-07-14,2018-07-28
1071,1072,BBFF,2018-06-21,2018-07-11,2018-07-17,2018-07-20,2018-07-30
1072,1073,BBFF,2018-06-23,2018-07-03,2018-07-11,2018-07-22,2018-08-01
1073,1074,LifeStyle,2018-07-03,2018-07-20,2018-07-31,2018-08-01,2018-09-01
1074,1075,LifeStyle,2018-07-05,2018-07-13,2018-07-12,2018-08-03,2018-08-07
1075,1076,Book,2018-07-12,2018-07-27,2018-08-02,2018-08-10,2018-08-21
1076,1077,BBFF,2018-07-24,2018-07-31,2018-08-07,2018-08-22,2018-08-22
1077,1078,BBFF,2018-07-26,2018-07-28,2018-08-23,2018-08-24,2018-08-27
1078,1079,BBFF,2018-08-02,2018-08-03,2018-08-27,2018-08-31,2018-10-12
1079,1080,BBFF,2018-08-02,2018-08-02,2018-08-18,2018-08-31,2018-09-01
1080,1081,Digital Service,2018-08-06,2018-08-23,2018-08-28,2018-09-04,2018-09-12
1081,1082,BBFF,2018-08-08,2018-08-24,2018-08-31,2018-09-06,2018-09-06
1082,1083,BBFF,2018-08-09,2018-08-22,2018-09-06,2018-09-07,2018-09-13
1083,1084,BBFF,2018-08-17,2018-08-28,2018-09-12,2018-09-15,2018-09-30
1084,1085,BBFF,2018-08-21,2018-08-28,2018-08-30,2018-09-19,2018-09-24
1085,1086,BBFF,2018-08-29,2018-08-29,2018-09-25,2018-09-27,2018-10-15
1086,1087,Digital Service,2018-09-05,2018-09-05,2018-09-20,2018-10-04,2018-10-12
1087,1088,BBFF,2018-09-11,2018-09-18,2018-10-09,2018-10-10,2018-10-14
1088,1089,BBFF,2018-09-14,2018-09-27,2018-09-29,2018-10-13,2018-10-13
1089,1090,LifeStyle,2018-02-01,2018-04-12,2018-02-06,2018-03-01,2018-08-22
1090,1091,BBFF,2018-02-09,2018-03-06,2018-03-07,2018-03-09,2018-03-20
1091,1092,BBFF,2018-03-09,2018-03-30,2018-04-05,2018-04-06,2018-04-13
1092,1093,BBFF,2018-03-29,2018-03-30,2018-04-17,2018-04-26,2018-04-21
1093,1094,LifeStyle,2018-04-06,2018-04-20,2018-04-16,2018-05-04,2018-05-22
1094,1095,BBFF,2018-04-06,2018-04-11,2018-04-17,2018-05-04,2018-05-07
1095,1096,Electronic,2018-04-12,2018-04-20,2018-05-08,2018-05-10,2018-10-16
1096,1097,Digital Service,2018-04-17,2018-04-19,2018-05-09,2018-05-15,2018-08-23
1097,1098,LifeStyle,2018-04-19,2018-05-14,2018-04-20,2018-05-17,2018-05-28
1098,1099,Digital Service,2018-04-24,2018-05-17,2018-05-21,2018-05-22,2018-07-31
1099,1100,LifeStyle,2018-04-27,2018-04-27,2018-05-23,2018-05-25,2018-06-02
1100,1101,BBFF,2018-05-02,2018-05-22,2018-05-28,2018-05-30,2018-07-07
1101,1102,BBFF,2018-05-02,2018-05-07,2018-05-17,2018-05-30,2018-06-02
1102,1103,BBFF,2018-05-15,2018-06-05,2018-05-24,2018-06-12,2018-06-19
1103,1104,Book,2018-05-17,2018-05-25,2018-06-07,2018-06-14,2018-06-14
1104,1105,BBFF,2018-06-06,2018-07-19,2018-06-29,2018-07-04,2018-07-20
1105,1106,BBFF,2018-06-08,2018-06-11,2018-06-25,2018-07-06,2018-09-15
1106,1107,LifeStyle,2018-06-12,2018-06-25,2018-07-04,2018-07-10,2018-07-19
1107,1108,LifeStyle,2018-06-14,2018-06-14,2018-07-11,2018-07-12,2018-07-22
1108,1109,BBFF,2018-06-19,2018-07-17,2018-07-16,2018-07-17,2018-07-20
1109,1110,BBFF,2018-06-24,2018-06-28,2018-07-16,2018-07-22,2018-07-24
1110,1111,BBFF,2018-07-13,2018-07-25,2018-07-23,2018-08-10,2018-08-31
1111,1112,BBFF,2018-07-18,2018-08-13,2018-08-14,2018-08-15,2018-08-28
1112,1113,Electronic,2018-08-02,2018-08-29,2018-08-22,2018-08-30,2018-09-21
1113,1114,BBFF,2018-08-08,2018-08-09,2018-08-08,2018-09-05,2018-09-06
1114,1115,BBFF,2018-08-15,2018-08-21,2018-09-07,2018-09-12,2018-09-15
1115,1116,LifeStyle,2018-08-15,2018-08-16,2018-09-11,2018-09-12,2018-09-25
1116,1117,BBFF,2018-08-21,2018-09-05,2018-08-30,2018-09-18,2018-09-20
1117,1118,LifeStyle,2018-08-29,2018-08-29,2018-09-04,2018-09-26,2018-09-27
1118,1119,BBFF,2018-09-10,2018-09-21,2018-10-08,2018-10-08,2018-10-09
1119,1120,Book,2018-09-13,2018-09-20,2018-09-20,2018-10-11,2018-10-13
1120,1121,LifeStyle,2018-09-13,2018-09-17,2018-09-17,2018-10-11,2018-10-15
1121,1122,BBFF,2018-02-02,2018-02-22,2018-02-23,2018-03-01,2018-02-28
1122,1123,BBFF,2018-02-28,2018-03-21,2018-03-09,2018-03-27,2018-03-29
1123,1124,BBFF,2018-03-22,2018-03-29,2018-04-11,2018-04-18,2018-04-20
1124,1125,BBFF,2018-03-23,2018-03-28,2018-04-16,2018-04-19,2018-04-20
1125,1126,LifeStyle,2018-04-06,2018-04-27,2018-04-22,2018-05-03,2018-05-16
1126,1127,BBFF,2018-04-12,2018-04-27,2018-05-04,2018-05-09,2018-06-30
1127,1128,LifeStyle,2018-04-19,2018-05-10,2018-05-15,2018-05-16,2018-06-27
1128,1129,BBFF,2018-04-21,2018-04-26,2018-05-17,2018-05-18,2018-05-31
1129,1130,LifeStyle,2018-04-21,2018-04-25,2018-05-17,2018-05-18,2018-05-26
1130,1131,BBFF,2018-04-27,2018-04-27,2018-05-09,2018-05-24,2018-05-23
1131,1132,Electronic,2018-05-26,2018-06-01,2018-06-05,2018-06-22,2018-06-30
1132,1133,BBFF,2018-05-29,2018-06-07,2018-06-18,2018-06-25,2018-06-27
1133,1134,BBFF,2018-06-01,2018-06-04,2018-06-16,2018-06-28,2018-07-09
1134,1135,BBFF,2018-06-06,2018-06-21,2018-06-28,2018-07-03,2018-09-21
1135,1136,Electronic,2018-06-12,2018-06-12,2018-06-14,2018-07-09,2018-07-09
1136,1137,Electronic,2018-06-13,2018-06-28,2018-07-04,2018-07-10,2018-07-12
1137,1138,BBFF,2018-06-20,2018-07-18,2018-07-16,2018-07-17,2018-07-19
1138,1139,BBFF,2018-06-20,2018-06-22,2018-07-12,2018-07-17,2018-07-19
1139,1140,Book,2018-06-28,2018-07-12,2018-07-02,2018-07-25,2018-07-24
1140,1141,Electronic,2018-06-29,2018-07-13,2018-07-23,2018-07-26,2018-08-26
1141,1142,Electronic,2018-07-11,2018-07-26,2018-08-02,2018-08-07,2018-10-17
1142,1143,BBFF,2018-07-12,2018-07-19,2018-07-27,2018-08-08,2018-08-21
1143,1144,BBFF,2018-07-19,2018-07-26,2018-08-13,2018-08-15,2018-08-15
1144,1145,BBFF,2018-07-19,2018-07-24,2018-08-10,2018-08-15,2018-08-21
1145,1146,BBFF,2018-07-20,2018-07-26,2018-07-27,2018-08-16,2018-08-21
1146,1147,BBFF,2018-07-25,2018-07-28,2018-08-17,2018-08-21,2018-08-30
1147,1148,Book,2018-07-26,2018-08-21,2018-08-21,2018-08-22,2018-08-24
1148,1149,BBFF,2018-08-21,2018-08-29,2018-09-11,2018-09-17,2018-09-20
1149,1150,BBFF,2018-08-31,2018-09-05,2018-09-14,2018-09-27,2018-10-05
1150,1151,BBFF,2018-08-31,2018-09-04,2018-09-26,2018-09-27,2018-10-01
1151,1152,LifeStyle,2018-09-07,2018-09-10,2018-09-10,2018-10-04,2018-10-08
1152,1153,Electronic,2018-03-06,2018-03-21,2018-03-31,2018-04-01,2018-04-03
1153,1154,Book,2018-03-15,2018-04-09,2018-04-09,2018-04-10,2018-08-10
1154,1155,BBFF,2018-03-23,2018-03-29,2018-04-12,2018-04-18,2018-04-18
1155,1156,BBFF,2018-03-23,2018-03-29,2018-04-17,2018-04-18,2018-05-05
1156,1157,BBFF,2018-03-24,2018-03-30,2018-04-03,2018-04-19,2018-04-30
1157,1158,LifeStyle,2018-03-24,2018-03-28,2018-04-16,2018-04-19,2018-04-21
1158,1159,LifeStyle,2018-04-06,2018-04-25,2018-04-27,2018-05-02,2018-05-17
1159,1160,BBFF,2018-04-26,2018-05-10,2018-05-18,2018-05-22,2018-05-22
1160,1161,LifeStyle,2018-05-03,2018-05-17,2018-05-29,2018-05-29,2018-06-02
1161,1162,LifeStyle,2018-05-04,2018-05-21,2018-05-31,2018-05-30,2018-06-12
1162,1163,LifeStyle,2018-05-04,2018-05-09,2018-05-28,2018-05-30,2018-06-05
1163,1164,BBFF,2018-05-14,2018-05-31,2018-06-06,2018-06-09,2018-06-08
1164,1165,BBFF,2018-05-17,2018-05-21,2018-06-05,2018-06-12,2018-06-17
1165,1166,BBFF,2018-05-22,2018-06-06,2018-05-24,2018-06-17,2018-06-19
1166,1167,BBFF,2018-05-24,2018-06-01,2018-06-14,2018-06-19,2018-06-22
1167,1168,BBFF,2018-05-24,2018-05-25,2018-06-04,2018-06-19,2018-08-04
1168,1169,BBFF,2018-05-25,2018-05-25,2018-06-14,2018-06-20,2018-06-22
1169,1170,BBFF,2018-05-31,2018-06-13,2018-06-25,2018-06-26,2018-07-30
1170,1171,Electronic,2018-06-08,2018-06-19,2018-06-19,2018-07-04,2018-07-04
1171,1172,BBFF,2018-06-21,2018-06-26,2018-07-12,2018-07-17,2018-07-18
1172,1173,BBFF,2018-06-23,2018-07-05,2018-07-13,2018-07-19,2018-08-18
1173,1174,BBFF,2018-06-26,2018-07-02,2018-07-10,2018-07-22,2018-07-19
1174,1175,BBFF,2018-06-28,2018-07-09,2018-07-19,2018-07-24,2018-07-24
1175,1176,LifeStyle,2018-06-30,2018-07-13,2018-07-24,2018-07-26,2018-08-13
1176,1177,BBFF,2018-07-06,2018-07-19,2018-07-31,2018-08-01,2018-08-23
1177,1178,BBFF,2018-07-19,2018-08-07,2018-07-31,2018-08-14,2018-08-13
1178,1179,Book,2018-07-20,2018-07-23,2018-08-08,2018-08-15,2018-08-15
1179,1180,BBFF,2018-08-20,2018-08-20,2018-09-14,2018-09-15,2018-09-27
1180,1181,BBFF,2018-08-24,2018-08-24,2018-09-19,2018-09-19,2018-09-19
1181,1182,BBFF,2018-08-28,2018-08-29,2018-09-17,2018-09-23,2018-09-28
1182,1183,BBFF,2018-09-05,2018-09-21,2018-09-26,2018-10-01,2018-10-10
1183,1184,BBFF,2018-09-08,2018-09-12,2018-09-27,2018-10-04,2018-10-03
1184,1185,LifeStyle,2018-02-05,2018-03-01,2018-02-13,2018-03-02,2018-03-15
1185,1186,Book,2018-02-09,2018-02-28,2018-02-27,2018-03-06,2018-03-06
1186,1187,BBFF,2018-03-19,2018-04-02,2018-03-30,2018-04-13,2018-04-13
1187,1188,BBFF,2018-03-22,2018-03-28,2018-04-10,2018-04-16,2018-04-18
1188,1189,Electronic,2018-03-23,2018-04-02,2018-04-06,2018-04-17,2018-04-18
1189,1190,BBFF,2018-03-23,2018-03-30,2018-04-06,2018-04-17,2018-04-22
1190,1191,BBFF,2018-03-23,2018-03-28,2018-04-04,2018-04-17,2018-04-16
1191,1192,LifeStyle,2018-03-24,2018-03-28,2018-04-04,2018-04-18,2018-04-18
1192,1193,Digital Service,2018-03-26,2018-04-11,2018-03-28,2018-04-20,2018-09-07
1193,1194,BBFF,2018-05-03,2018-05-11,2018-05-17,2018-05-28,2018-05-29
1194,1195,LifeStyle,2018-05-16,2018-06-04,2018-05-23,2018-06-10,2018-06-06
1195,1196,BBFF,2018-05-28,2018-05-28,2018-06-16,2018-06-22,2018-06-27
1196,1197,LifeStyle,2018-05-31,2018-06-08,2018-06-21,2018-06-25,2018-07-10
1197,1198,BBFF,2018-06-01,2018-06-25,2018-06-25,2018-06-26,2018-07-03
1198,1199,BBFF,2018-06-01,2018-06-12,2018-06-19,2018-06-26,2018-07-11
1199,1200,LifeStyle,2018-06-02,2018-06-21,2018-06-06,2018-06-27,2018-06-28
1200,1201,BBFF,2018-06-07,2018-06-28,2018-06-26,2018-07-02,2018-07-17
1201,1202,BBFF,2018-06-08,2018-06-21,2018-06-25,2018-07-03,2018-07-02
1202,1203,LifeStyle,2018-06-15,2018-07-02,2018-06-25,2018-07-10,2018-07-15
1203,1204,BBFF,2018-06-15,2018-06-25,2018-07-09,2018-07-10,2018-07-11
1204,1205,LifeStyle,2018-06-27,2018-07-20,2018-07-19,2018-07-22,2018-07-21
1205,1206,LifeStyle,2018-06-27,2018-06-30,2018-07-12,2018-07-22,2018-08-04
1206,1207,Digital Service,2018-07-02,2018-07-09,2018-07-18,2018-07-27,2018-09-14
1207,1208,BBFF,2018-07-09,2018-07-24,2018-08-02,2018-08-03,2018-10-12
1208,1209,LifeStyle,2018-07-15,2018-08-07,2018-07-25,2018-08-09,2018-08-11
1209,1210,LifeStyle,2018-07-21,2018-07-30,2018-08-14,2018-08-15,2018-08-21
1210,1211,BBFF,2018-07-23,2018-07-30,2018-08-08,2018-08-17,2018-08-20
1211,1212,BBFF,2018-08-02,2018-08-03,2018-08-09,2018-08-27,2018-08-27
1212,1213,BBFF,2018-08-06,2018-08-07,2018-08-30,2018-08-31,2018-09-05
1213,1214,BBFF,2018-08-12,2018-08-16,2018-09-05,2018-09-06,2018-09-19
1214,1215,LifeStyle,2018-08-25,2018-09-25,2018-09-12,2018-09-19,2018-09-26
1215,1216,BBFF,2018-08-25,2018-08-30,2018-09-11,2018-09-19,2018-09-19
1216,1217,LifeStyle,2018-09-06,2018-09-07,2018-09-25,2018-10-01,2018-10-04
1217,1218,BBFF,2018-09-13,2018-09-21,2018-09-30,2018-10-08,2018-10-15
1218,1219,BBFF,2018-02-05,2018-02-13,2018-02-22,2018-03-01,2018-03-06
1219,1220,Digital Service,2018-03-24,2018-04-16,2018-04-12,2018-04-17,2018-04-18
1220,1221,BBFF,2018-03-26,2018-03-30,2018-04-17,2018-04-19,2018-04-19
1221,1222,LifeStyle,2018-03-27,2018-03-30,2018-04-11,2018-04-20,2018-04-20
1222,1223,Digital Service,2018-04-16,2018-04-20,2018-05-07,2018-05-10,2018-07-09
1223,1224,Digital Service,2018-04-27,2018-05-16,2018-05-10,2018-05-21,2018-06-17
1224,1225,Book,2018-05-04,2018-05-10,2018-05-23,2018-05-28,2018-05-29
1225,1226,BBFF,2018-05-15,2018-06-04,2018-06-04,2018-06-08,2018-06-10
1226,1227,Electronic,2018-05-21,2018-05-22,2018-06-13,2018-06-14,2018-06-15
1227,1228,LifeStyle,2018-06-04,2018-07-23,2018-06-27,2018-06-28,2018-08-11
1228,1229,BBFF,2018-06-05,2018-06-20,2018-06-28,2018-06-29,2018-07-02
1229,1230,BBFF,2018-06-21,2018-06-27,2018-07-10,2018-07-15,2018-07-16
1230,1231,BBFF,2018-06-28,2018-07-18,2018-07-16,2018-07-22,2018-08-09
1231,1232,BBFF,2018-06-28,2018-07-11,2018-07-17,2018-07-22,2018-09-24
1232,1233,LifeStyle,2018-06-28,2018-07-10,2018-07-20,2018-07-22,2018-08-06
1233,1234,BBFF,2018-06-28,2018-06-29,2018-07-18,2018-07-22,2018-08-21
1234,1235,LifeStyle,2018-07-13,2018-08-06,2018-07-20,2018-08-06,2018-08-24
1235,1236,Book,2018-07-30,2018-08-03,2018-08-09,2018-08-23,2018-08-23
1236,1237,LifeStyle,2018-08-03,2018-08-14,2018-08-17,2018-08-27,2018-09-06
1237,1238,BBFF,2018-08-07,2018-08-15,2018-08-16,2018-08-31,2018-09-02
1238,1239,BBFF,2018-08-15,2018-08-17,2018-08-31,2018-09-08,2018-09-23
1239,1240,BBFF,2018-08-17,2018-08-23,2018-08-28,2018-09-10,2018-09-21
1240,1241,BBFF,2018-08-17,2018-08-20,2018-08-20,2018-09-10,2018-09-10
1241,1242,LifeStyle,2018-08-20,2018-08-24,2018-08-24,2018-09-13,2018-09-13
1242,1243,Electronic,2018-08-20,2018-08-22,2018-08-27,2018-09-13,2018-10-08
